 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
347|0674993829|9780674993822|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume II|Books 3-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
348|0674993837|9780674993839|Cicero, |Cicero|On the Orator: Books 1-2||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|none|4-1/4 x 6-3/8|1942|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
349|0674993845|9780674993846|Cicero, |Cicero|On the Orator: Book 3. On Fate. Stoic Paradoxes. Divisions of Oratory||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Indexes|4-1/4 x 6-3/8|1942|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
350|0674993853|9780674993853|Manetho, |Manetho|History of Egypt and Other Works||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|288|1 map, index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
351|0674993861|9780674993860|Demosthenes, |Demosthenes|Orations, Volume VI|Orations 50-59: Private Cases. In Neaeram|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1939|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
352|0674993888|9780674993884|Pliny, |Pliny|Natural History, Volume II: Books 3-7||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|672|Indexes|4-1/4 x 6-3/8|1942|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
353|0674993896|9780674993891|Pliny, |Pliny|Natural History, Volume III: Books 8-11||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|624|Index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
354|0674993918|9780674993914|Nonnos, |Nonnos|Dionysiaca, Volume II|Books 16-35|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1940|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
355|0674993926|9780674993921|Livy, |Livy|History of Rome, Volume VI|Books 23-25|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|5 maps on inserts, index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
356|0674993934|9780674993938|Nonnos, |Nonnos|Dionysiaca, Volume III|Books 36-48|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
357|0674993942|9780674993945|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume III|Books 5-6.48|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
358|0674993950|9780674993952|Dio Chrysostom, |Dio Chrysostom|Discourses 31-36||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
359|0674993969|9780674993969||E. H. Warmington|Remains of Old Latin, Volume IV: Archaic Inscriptions||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|2 halftones, 2 line illustrations, index|4-1/4 x 6-3/8|1940|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
360|0674993977|9780674993976||Denys L. Page|Select Papyri, Volume III: Poetry||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Indexes|4-1/4 x 6-3/8|1941|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
361|0674993985|9780674993983|Columella, |Columella|On Agriculture, Volume I|Books 1-4|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|1941|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
362|0674993993|9780674993990||Ivor Thomas|Greek Mathematical Works, Volume II: Aristarchus to Pappus||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|704|Indexes|4-1/4 x 6-3/8|1941|MATHEMATICS / History & Philosophy,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|MAT015000|HIS002010|LIT004190
363|0674994000|9780674994003|Philo, |Philo|Every Good Man is Free. On the Contemplative Life. On the Eternity of the World. Against Flaccus. Apology for the Jews. On Providence||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1941|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
364|0674994019|9780674994010|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume IV|Books 6.49-7|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1943|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
365|0674995775|9780674995772|Josephus, |Josephus|Jewish Antiquities, Volume V|Books 12-13|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|2 tables|4-1/4 x 6-3/8|1943|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
366|0674994035|9780674994034|Aristotle, |Aristotle|Generation of Animals||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688|Appendixes, index|4-1/4 x 6-3/8|1942|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
367|0674994043|9780674994041|Livy, |Livy|History of Rome, Volume VII|Books 26-27|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|9 maps, index|4-1/4 x 6-3/8|1943|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
368|0674994051|9780674994058|Quintus Curtius, |Quintus Curtius|History of Alexander, Volume I|Books 1-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|none|4-1/4 x 6-3/8|1946|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
369|0674994078|9780674994072|Quintus Curtius, |Quintus Curtius|History of Alexander, Volume II|Books 6-10|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|1 map, index|4-1/4 x 6-3/8|1946|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
370|0674994086|9780674994089|Pliny, |Pliny|Natural History, Volume IV: Books 12-16||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Index|4-1/4 x 6-3/8|1945|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
371|0674994094|9780674994096|Pliny, |Pliny|Natural History, Volume V: Books 17-19||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1950|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
372|0674994108|9780674994102|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume V|Books 8-9.24|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384|Index|4-1/4 x 6-3/8|1945|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
373|0674994116|9780674994119|Isocrates, |Isocrates|Evagoras. Helen. Busiris. Plataicus. Concerning the Team of Horses. Trapeziticus. Against Callimachus. Aegineticus. Against Lochites. Against Euthynus. Letters||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|General index|4-1/4 x 6-3/8|1945|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
374|0674994124|9780674994126|Demosthenes, |Demosthenes|Orations, Volume VII|Orations 60-61: Funeral Speech. Erotic Essay. Exordia. Letters|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|General index|4-1/4 x 6-3/8|1949|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
375|0674994132|9780674994133|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume IV|Books 9-12.40|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|4 maps, index|4-1/4 x 6-3/8|1946|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
376|0674994140|9780674994140|Dio Chrysostom, |Dio Chrysostom|Discourses 37-60||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1946|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
377|0674994159|9780674994157|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume IX|Books 18-19.65|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|2 maps, index|4-1/4 x 6-3/8|1947|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
378|0674994167|9780674994164|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume VI|Books 9.25-10|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|384|Index|4-1/4 x 6-3/8|1947|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
379|0674994175|9780674994171|Philo, |Philo|On the Embassy to Gaius. General Indexes||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Indexes|4-1/4 x 6-3/8|1962|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
380|0674994183|9780674994188|Philo, |Philo|Questions on Genesis||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|none|4-1/4 x 6-3/8|1953|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
381|0674994191|9780674994195|Livy, |Livy|History of Rome, Volume VIII|Books 28-30|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|9 maps, index|4-1/4 x 6-3/8|1949|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
382|0674994205|9780674994201|Sextus Empiricus, |Sextus Empiricus|Against Professors||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|Index|4-1/4 x 6-3/8|1949|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
383|0674994213|9780674994218|Alciphron, ,Aelian, ,Philostratus, |Alciphron, Aelian, and Philostratus|Alciphron, Aelian, and Philostratus|The Letters|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Indexes|4-1/4 x 6-3/8|1949|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
384|0674994221|9780674994225|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume V|Books 12.41-13|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|2 maps, index|4-1/4 x 6-3/8|1950|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
385|0674994248|9780674994249|Dio Chrysostom, |Dio Chrysostom|Discourses 61-80. Fragments. Letters||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Testimonia, general index|4-1/4 x 6-3/8|1951|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
386|0674994256|9780674994256|Cicero, |Cicero|On Invention. The Best Kind of Orator. Topics||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1949|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
387|0674994264|9780674994263|Prudentius, |Prudentius|Preface. Daily Round. Divinity of Christ. Origin of Sin. Fight for Mansoul. Against Symmachus 1||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|1949|POETRY / Ancient & Classical,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Rome|World|POE008000|REL015000|LIT004190
388|0674994272|9780674994270|Dionysius of Halicarnassus, |Dionysius of Halicarnassus|Roman Antiquities, Volume VII|Books 11-20|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|General index|4-1/4 x 6-3/8|1950|HISTORY / Ancient / Rome,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS002010|LIT004190
389|0674994280|9780674994287|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume VII|Books 15.20-16.65|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|2 maps, index|4-1/4 x 6-3/8|1952|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
390|0674994299|9780674994294|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume X|Books 19.66-20|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|3 maps, index|4-1/4 x 6-3/8|1954|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
391|0674994302|9780674994300|Aristotle, |Aristotle|Posterior Analytics. Topica||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|768|Indexes|4-1/4 x 6-3/8|1960|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
392|0674994310|9780674994317|Pliny, |Pliny|Natural History, Volume VI: Books 20-23||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1951|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
393|0674994329|9780674994324|Pliny, |Pliny|Natural History, Volume VII: Books 24-27||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Indexes|4-1/4 x 6-3/8|1956|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
394|0674994337|9780674994331|Pliny, |Pliny|Natural History, Volume IX: Books 33-35||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|Indexes|4-1/4 x 6-3/8|1952|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
395|0674994345|9780674994348|Lycurgus, ,Dinarchus, ,Demades, ,Hyperides, |Lycurgus, Dinarchus, Demades, and Hyperides|Minor Attic Orators, Volume II: Lycurgus. Dinarchus. Demades. Hyperides||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Indexes|4-1/4 x 6-3/8|1954|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
396|0674994353|9780674994355|Livy, |Livy|History of Rome, Volume XIII|Books 43-45|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|5 maps, index|4-1/4 x 6-3/8|1951|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
397|0674994361|9780674994362|Aristotle, |Aristotle|Meteorologica||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Indexes|4-1/4 x 6-3/8|1952|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
398|0674994388|9780674994386|Prudentius, |Prudentius|Against Symmachus 2. Crowns of Martyrdom. Scenes From History. Epilogue||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1953|POETRY / Ancient & Classical,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Rome|World|POE008000|REL015000|LIT004190
399|0674994396|9780674994393|Diodorus Siculus, |Diodorus Siculus|Library of History, Volume VI|Books 14-15.19|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|1 map, index|4-1/4 x 6-3/8|1954|HISTORY / Ancient / General,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|HIS002010|LIT004190
400|0674994418|9780674994416|Aristotle, |Aristotle|On Sophistical Refutations. On Coming-to-be and Passing Away. On the Cosmos||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Indexes|4-1/4 x 6-3/8|1955|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
401|0674994426|9780674994423|Philo, |Philo|Questions on Exodus||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|320|Index|4-1/4 x 6-3/8|1953|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
402|0674994434|9780674994430|Caesar, |Caesar|Alexandrian War. African War. Spanish War||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|6 maps on 16-page mock insert, index|4-1/4 x 6-3/8|1955|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
403|0674994442|9780674994447|Cicero, |Cicero|Rhetorica ad Herennium||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Indexes|4-1/4 x 6-3/8|1954|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
404|0674994450|9780674994454|Livy, ,Julius Obsequens, |Livy and Julius Obsequens|History of Rome, Volume XIV|Summaries. Fragments. Julius Obsequens. General Index|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|2 maps|4-1/4 x 6-3/8|1959|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
405|0674994469|9780674994461|Plutarch, |Plutarch|Moralia, Volume VII|On Love of Wealth. On Compliancy. On Envy and Hate. On Praising Oneself Inoffensively. On the Delays of the Divine Vengeance. On Fate. On the Sign of Socrates. On Exile. Consolation to His Wife|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1959|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
406|0674994477|9780674994478|Plutarch, |Plutarch|Moralia, Volume XII|Concerning the Face Which Appears in the Orb of the Moon. On the Principle of Cold. Whether Fire or Water Is More Useful. Whether Land or Sea Animals Are Cleverer. Beasts Are Rational. On the Eating of Flesh|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1957|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
